Image_no,,,,,,,Folder_No,,,,Pred_x,pred_y,Pred_label,Manual_label
562,0,0,11,13,8,12,6,1,0,0,-1.5723274946,-5.8832001686,R,R
563,0,0,11,13,8,12,6,1,0,0,-1.5723274946,-5.8832001686,R,R
564,0,0,11,13,8,12,6,1,0,0,-2.3768992424,-5.2351660728,R,R
565,0,0,11,13,8,12,6,1,0,0,-2.3768992424,-5.2351660728,R,R
566,0,0,11,13,8,12,6,1,0,0,-2.3768992424,-5.2351660728,R,R
567,0,0,11,13,8,12,6,1,0,0,-0.545435667,-5.6121058464,R,R
568,0,0,11,13,8,12,6,1,0,0,-0.545435667,-5.6121058464,R,R
569,0,0,11,13,8,12,6,1,0,0,-0.545435667,-5.6121058464,R,R
570,0,0,11,13,8,12,6,1,0,0,2.6261992455,-3.7284243107,L,L
571,0,0,11,13,8,12,6,1,0,0,2.6261992455,-3.7284243107,L,L
572,0,0,11,13,8,12,6,1,0,0,2.6261992455,-3.7284243107,L,L
573,0,0,11,13,8,12,6,1,0,0,2.6261992455,-3.7284243107,L,L
574,0,0,11,13,8,12,6,1,0,0,3.0362815857,-4.0070014,L,L
575,0,0,11,13,8,12,6,1,0,0,3.0362815857,-4.0070014,L,L
576,0,0,11,13,8,12,6,1,0,0,3.0362815857,-4.0070014,L,L
577,0,0,11,13,8,12,6,1,0,0,3.610470295,-4.7495131493,L,L
578,0,0,11,13,8,12,6,1,0,0,3.610470295,-4.7495131493,L,L
579,0,0,11,13,8,12,6,1,0,0,3.610470295,-4.7495131493,L,L
580,0,0,11,13,8,12,6,1,0,0,3.610470295,-4.7495131493,L,L
581,0,0,11,13,8,12,6,1,0,0,4.1607904434,-4.039378643,L,L
582,0,0,11,13,8,12,6,1,0,0,4.1607904434,-4.039378643,L,L
583,0,0,11,13,8,12,6,1,0,0,4.1607904434,-4.039378643,L,L
584,0,0,11,13,8,12,6,1,0,0,3.2745904922,-3.5836880207,L,L
585,0,0,11,13,8,12,6,1,0,0,3.2745904922,-3.5836880207,L,L
586,0,0,11,13,8,12,6,1,0,0,3.2745904922,-3.5836880207,L,L
587,0,0,11,13,8,12,6,1,0,0,3.6024384499,-5.2100901604,L,L
588,0,0,11,13,8,12,6,1,0,0,3.6024384499,-5.2100901604,L,L
589,0,0,11,13,8,12,6,1,0,0,3.6024384499,-5.2100901604,L,L
590,0,0,11,13,8,12,6,1,0,0,3.6024384499,-5.2100901604,L,L
591,0,0,11,13,8,12,6,1,0,0,-1.1604305506,-4.1136593819,R,R
592,0,0,11,13,8,12,6,1,0,0,-1.1604305506,-4.1136593819,R,R
593,0,0,11,13,8,12,6,1,0,0,-1.1604305506,-4.1136593819,R,R
594,0,0,11,13,8,12,6,1,0,0,-2.1318292618,-4.2593722343,R,R
595,0,0,11,13,8,12,6,1,0,0,-2.1318292618,-4.2593722343,R,R
596,0,0,11,13,8,12,6,1,0,0,-2.1318292618,-4.2593722343,R,R
597,0,0,11,13,8,12,6,1,0,0,-1.5725928545,-4.7915797234,R,R
598,0,0,11,13,8,12,6,1,0,0,-1.5725928545,-4.7915797234,R,R
599,0,0,11,13,8,12,6,1,0,0,-1.5725928545,-4.7915797234,R,R
600,0,0,11,13,8,12,6,1,0,0,-1.5725928545,-4.7915797234,R,R
601,0,0,11,13,8,12,6,1,0,0,1.8568700552,-5.6130032539,R,L
602,0,0,11,13,8,12,6,1,0,0,1.8568700552,-5.6130032539,R,L
603,0,0,11,13,8,12,6,1,0,0,1.8568700552,-5.6130032539,R,L
604,0,0,11,13,8,12,6,1,0,0,2.0009284019,-2.6029214859,L,L
605,0,0,11,13,8,12,6,1,0,0,2.0009284019,-2.6029214859,L,L
606,0,0,11,13,8,12,6,1,0,0,2.0009284019,-2.6029214859,L,L
607,0,0,11,13,8,12,6,1,0,0,3.0795345306,-3.546238184,L,L
608,0,0,11,13,8,12,6,1,0,0,3.0795345306,-3.546238184,L,L
609,0,0,11,13,8,12,6,1,0,0,3.0795345306,-3.546238184,L,L
610,0,0,11,13,8,12,6,1,0,0,2.4886517525,-2.4786059856,L,L
611,0,0,11,13,8,12,6,1,0,0,2.4886517525,-2.4786059856,L,L
612,0,0,11,13,8,12,6,1,0,0,2.4886517525,-2.4786059856,L,L
613,0,0,11,13,8,12,6,1,0,0,2.2849912643,-3.1959321499,L,L
614,0,0,11,13,8,12,6,1,0,0,2.2849912643,-3.1959321499,L,L
615,0,0,11,13,8,12,6,1,0,0,2.2849912643,-3.1959321499,L,L
616,0,0,11,13,8,12,6,1,0,0,1.7612060308,-3.7198386192,R,L
617,0,0,11,13,8,12,6,1,0,0,1.7612060308,-3.7198386192,R,L
618,0,0,11,13,8,12,6,1,0,0,1.7612060308,-3.7198386192,R,L
619,0,0,11,13,8,12,6,1,0,0,1.7612060308,-3.7198386192,R,L
620,0,0,11,13,8,12,6,1,0,0,2.335351944,-1.4650148153,L,L
621,0,0,11,13,8,12,6,1,0,0,2.335351944,-1.4650148153,L,L
622,0,0,11,13,8,12,6,1,0,0,2.335351944,-1.4650148153,L,L
623,0,0,11,13,8,12,6,1,0,0,2.335351944,-1.4650148153,L,L
624,0,0,11,13,8,12,6,1,0,0,2.5943894386,-2.568277359,L,L
625,0,0,11,13,8,12,6,1,0,0,2.5943894386,-2.568277359,L,L
626,0,0,11,13,8,12,6,1,0,0,2.5943894386,-2.568277359,L,L
627,0,0,11,13,8,12,6,1,0,0,2.9594845772,-6.1619968414,L,L
628,0,0,11,13,8,12,6,1,0,0,2.9594845772,-6.1619968414,L,L
629,0,0,11,13,8,12,6,1,0,0,2.9594845772,-6.1619968414,L,L
630,0,0,11,13,8,12,6,1,0,0,2.9594845772,-6.1619968414,L,L
631,0,0,11,13,8,12,6,1,0,0,2.5428218842,-4.7496886253,L,L
632,0,0,11,13,8,12,6,1,0,0,2.5428218842,-4.7496886253,L,L
633,0,0,11,13,8,12,6,1,0,0,2.5428218842,-4.7496886253,L,L
634,0,0,11,13,8,12,6,1,0,0,2.1509299278,-3.1926863194,L,L
635,0,0,11,13,8,12,6,1,0,0,2.1509299278,-3.1926863194,L,L
636,0,0,11,13,8,12,6,1,0,0,2.1509299278,-3.1926863194,L,L
637,0,0,11,13,8,12,6,1,0,0,-0.3721852899,-3.5919544697,R,R
638,0,0,11,13,8,12,6,1,0,0,-0.3721852899,-3.5919544697,R,R
639,0,0,11,13,8,12,6,1,0,0,-0.3721852899,-3.5919544697,R,R
640,0,0,11,13,8,12,6,1,0,0,-0.7538000345,-2.9519379139,R,R
641,0,0,11,13,8,12,6,1,0,0,-0.7538000345,-2.9519379139,R,R
642,0,0,11,13,8,12,6,1,0,0,-0.7538000345,-2.9519379139,R,R
643,0,0,11,13,8,12,6,1,0,0,-0.3414074183,-4.1845555305,R,R
644,0,0,11,13,8,12,6,1,0,0,-0.3414074183,-4.1845555305,R,R
645,0,0,11,13,8,12,6,1,0,0,-0.3414074183,-4.1845555305,R,R
646,0,0,11,13,8,12,6,1,0,0,-0.3414074183,-4.1845555305,R,R
647,0,0,11,13,8,12,6,1,0,0,-0.526802063,-3.9171824455,R,R
648,0,0,11,13,8,12,6,1,0,0,-0.526802063,-3.9171824455,R,R
649,0,0,11,13,8,12,6,1,0,0,-0.526802063,-3.9171824455,R,R
650,0,0,11,13,8,12,6,1,0,0,-0.7262888551,-3.8284506798,R,R
651,0,0,11,13,8,12,6,1,0,0,-0.7262888551,-3.8284506798,R,R
652,0,0,11,13,8,12,6,1,0,0,-0.7262888551,-3.8284506798,R,R
653,0,0,11,13,8,12,6,1,0,0,-1.3286350965,-4.1192531586,R,R
654,0,0,11,13,8,12,6,1,0,0,-1.3286350965,-4.1192531586,R,R
655,0,0,11,13,8,12,6,1,0,0,-1.3286350965,-4.1192531586,R,R
656,0,0,11,13,8,12,6,1,0,0,-1.3286350965,-4.1192531586,R,R
657,0,0,11,13,8,12,6,1,0,0,-2.3659381866,-3.2443041801,R,R
658,0,0,11,13,8,12,6,1,0,0,-2.3659381866,-3.2443041801,R,R
659,0,0,11,13,8,12,6,1,0,0,-3.7166128159,-3.2221059799,R,R
660,0,0,11,13,8,12,6,1,0,0,-3.7166128159,-3.2221059799,R,R
661,0,0,11,13,8,12,6,1,0,0,-3.7166128159,-3.2221059799,R,R
662,0,0,11,13,8,12,6,1,0,0,-3.7166128159,-3.2221059799,R,R
663,0,0,11,13,8,12,6,1,0,0,-2.8818860054,-3.1834950447,R,R
664,0,0,11,13,8,12,6,1,0,0,-2.8818860054,-3.1834950447,R,R
665,0,0,11,13,8,12,6,1,0,0,-2.8818860054,-3.1834950447,R,R
666,0,0,11,13,8,12,6,1,0,0,-2.8818860054,-3.1834950447,R,R
667,0,0,11,13,8,12,6,1,0,0,2.1577811241,-5.197458744,L,L
668,0,0,11,13,8,12,6,1,0,0,2.1577811241,-5.197458744,L,L
669,0,0,11,13,8,12,6,1,0,0,2.1577811241,-5.197458744,L,L
670,0,0,11,13,8,12,6,1,0,0,1.0588539839,-3.6389389038,R,L
671,0,0,11,13,8,12,6,1,0,0,1.0588539839,-3.6389389038,R,L
672,0,0,11,13,8,12,6,1,0,0,1.0588539839,-3.6389389038,R,L
673,0,0,11,13,8,12,6,1,0,0,-0.4903330207,-3.2844982147,R,R
674,0,0,11,13,8,12,6,1,0,0,-0.4903330207,-3.2844982147,R,R
675,0,0,11,13,8,12,6,1,0,0,-0.4903330207,-3.2844982147,R,R
676,0,0,11,13,8,12,6,1,0,0,-0.4903330207,-3.2844982147,R,R
677,0,0,11,13,8,12,6,1,0,0,-0.5376284719,-2.6435639858,R,R
678,0,0,11,13,8,12,6,1,0,0,-0.5376284719,-2.6435639858,R,R
679,0,0,11,13,8,12,6,1,0,0,-0.994381547,-3.0256905556,R,R
680,0,0,11,13,8,12,6,1,0,0,-0.994381547,-3.0256905556,R,R
681,0,0,11,13,8,12,6,1,0,0,-0.994381547,-3.0256905556,R,R
682,0,0,11,13,8,12,6,1,0,0,-0.994381547,-3.0256905556,R,R
683,0,0,11,13,8,12,6,1,0,0,-2.4857840538,-4.2356657982,R,R
684,0,0,11,13,8,12,6,1,0,0,-2.4857840538,-4.2356657982,R,R
685,0,0,11,13,8,12,6,1,0,0,-2.4857840538,-4.2356657982,R,R
686,0,0,11,13,8,12,6,1,0,0,-2.507226944,-3.5443735123,R,R
687,0,0,11,13,8,12,6,1,0,0,-2.507226944,-3.5443735123,R,R
688,0,0,11,13,8,12,6,1,0,0,-2.507226944,-3.5443735123,R,R
689,0,0,11,13,8,12,6,1,0,0,-2.507226944,-3.5443735123,R,R
690,0,0,11,13,8,12,6,1,0,0,-1.6515761614,-3.8044893742,R,R
691,0,0,11,13,8,12,6,1,0,0,-1.6515761614,-3.8044893742,R,R
692,0,0,11,13,8,12,6,1,0,0,-1.6515761614,-3.8044893742,R,R
693,0,0,11,13,8,12,6,1,0,0,-1.2623215914,-4.0238823891,R,R
694,0,0,11,13,8,12,6,1,0,0,-1.2623215914,-4.0238823891,R,R
695,0,0,11,13,8,12,6,1,0,0,-1.2623215914,-4.0238823891,R,R
696,0,0,11,13,8,12,6,1,0,0,-1.7048275471,-3.9436781406,R,R
697,0,0,11,13,8,12,6,1,0,0,-1.7048275471,-3.9436781406,R,R
698,0,0,11,13,8,12,6,1,0,0,-1.7048275471,-3.9436781406,R,R
699,0,0,11,13,8,12,6,1,0,0,-2.8698635101,-3.3118414879,R,R
700,0,0,11,13,8,12,6,1,0,0,-2.8698635101,-3.3118414879,R,R
701,0,0,11,13,8,12,6,1,0,0,-2.8698635101,-3.3118414879,R,R
702,0,0,11,13,8,12,6,1,0,0,-2.8698635101,-3.3118414879,R,R
703,0,0,11,13,8,12,6,1,0,0,-3.157037735,-4.1112322807,R,R
704,0,0,11,13,8,12,6,1,0,0,-3.157037735,-4.1112322807,R,R
705,0,0,11,13,8,12,6,1,0,0,-3.157037735,-4.1112322807,R,R
706,0,0,11,13,8,12,6,1,0,0,-2.412279129,-4.0081071854,R,R
707,0,0,11,13,8,12,6,1,0,0,-2.412279129,-4.0081071854,R,R
708,0,0,11,13,8,12,6,1,0,0,-3.3110318184,-4.7586283684,R,R
709,0,0,11,13,8,12,6,1,0,0,-3.3110318184,-4.7586283684,R,R
710,0,0,11,13,8,12,6,1,0,0,-3.3110318184,-4.7586283684,R,R
711,0,0,11,13,8,12,6,1,0,0,-3.3110318184,-4.7586283684,R,R
712,0,0,11,13,8,12,6,1,0,0,-2.8027133942,-3.8211045265,R,R
713,0,0,11,13,8,12,6,1,0,0,-2.8027133942,-3.8211045265,R,R
714,0,0,11,13,8,12,6,1,0,0,-2.8027133942,-3.8211045265,R,R
715,0,0,11,13,8,12,6,1,0,0,1.1488267183,-4.013364315,R,L
716,0,0,11,13,8,12,6,1,0,0,1.1488267183,-4.013364315,R,L
717,0,0,11,13,8,12,6,1,0,0,1.1488267183,-4.013364315,R,L
718,0,0,11,13,8,12,6,1,0,0,1.5305696726,-4.8793501854,R,L
719,0,0,11,13,8,12,6,1,0,0,1.5305696726,-4.8793501854,R,L
720,0,0,11,13,8,12,6,1,0,0,1.5305696726,-4.8793501854,R,L
721,0,0,11,13,8,12,6,1,0,0,1.2404011488,-4.524119854,R,L
722,0,0,11,13,8,12,6,1,0,0,1.2404011488,-4.524119854,R,L
723,0,0,11,13,8,12,6,1,0,0,1.2404011488,-4.524119854,R,L
724,0,0,11,13,8,12,6,1,0,0,-1.2652990818,-5.0604057312,R,R
725,0,0,11,13,8,12,6,1,0,0,-1.2652990818,-5.0604057312,R,R
726,0,0,11,13,8,12,6,1,0,0,-1.2652990818,-5.0604057312,R,R
727,0,0,11,13,8,12,6,1,0,0,-1.7523670197,-3.8058812618,R,R
728,0,0,11,13,8,12,6,1,0,0,-1.7523670197,-3.8058812618,R,R
729,0,0,11,13,8,12,6,1,0,0,-1.7523670197,-3.8058812618,R,R
730,0,0,11,13,8,12,6,1,0,0,-1.8852237463,-4.3764119148,R,R
731,0,0,11,13,8,12,6,1,0,0,-1.8852237463,-4.3764119148,R,R
732,0,0,11,13,8,12,6,1,0,0,-1.8852237463,-4.3764119148,R,R
733,0,0,11,13,8,12,6,1,0,0,-2.256333828,-4.6303243637,R,R
734,0,0,11,13,8,12,6,1,0,0,-2.256333828,-4.6303243637,R,R
735,0,0,11,13,8,12,6,1,0,0,-2.256333828,-4.6303243637,R,R
736,0,0,11,13,8,12,6,1,0,0,-1.8328413963,-4.8923916817,R,R
737,0,0,11,13,8,12,6,1,0,0,-1.8328413963,-4.8923916817,R,R
738,0,0,11,13,8,12,6,1,0,0,-1.8328413963,-4.8923916817,R,R
739,0,0,11,13,8,12,6,1,0,0,-1.8328413963,-4.8923916817,R,R
740,0,0,11,13,8,12,6,1,0,0,-0.9788598418,-3.7887198925,R,R
741,0,0,11,13,8,12,6,1,0,0,-0.9788598418,-3.7887198925,R,R
742,0,0,11,13,8,12,6,1,0,0,-0.9788598418,-3.7887198925,R,R
743,0,0,11,13,8,12,6,1,0,0,-1.2158514261,-3.2046618462,R,R
744,0,0,11,13,8,12,6,1,0,0,-1.2158514261,-3.2046618462,R,R
745,0,0,11,13,8,12,6,1,0,0,-1.2158514261,-3.2046618462,R,R
746,0,0,11,13,8,12,6,1,0,0,-1.044483304,-3.302914381,R,R
747,0,0,11,13,8,12,6,1,0,0,-1.044483304,-3.302914381,R,R
748,0,0,11,13,8,12,6,1,0,0,-1.044483304,-3.302914381,R,R
749,0,0,11,13,8,12,6,1,0,0,-1.2694109678,-3.4515273571,R,R
750,0,0,11,13,8,12,6,1,0,0,-1.2694109678,-3.4515273571,R,R
751,0,0,11,13,8,12,6,1,0,0,-1.2694109678,-3.4515273571,R,R
752,0,0,11,13,8,12,6,1,0,0,-1.2694109678,-3.4515273571,R,R
753,0,0,11,13,8,12,6,1,0,0,-1.8465914726,-3.3975720406,R,R
754,0,0,11,13,8,12,6,1,0,0,-1.8465914726,-3.3975720406,R,R
755,0,0,11,13,8,12,6,1,0,0,-1.8465914726,-3.3975720406,R,R
756,0,0,11,13,8,12,6,1,0,0,-2.3578562737,-4.1250834465,R,R
757,0,0,11,13,8,12,6,1,0,0,-2.3578562737,-4.1250834465,R,R
758,0,0,11,13,8,12,6,1,0,0,-2.3578562737,-4.1250834465,R,R
759,0,0,11,13,8,12,6,1,0,0,-2.4224381447,-3.3491103649,R,R
760,0,0,11,13,8,12,6,1,0,0,-2.4224381447,-3.3491103649,R,R
761,0,0,11,13,8,12,6,1,0,0,-2.4224381447,-3.3491103649,R,R
762,0,0,11,13,8,12,6,1,0,0,-2.563313961,-3.0882501602,R,R
763,0,0,11,13,8,12,6,1,0,0,-2.563313961,-3.0882501602,R,R
764,0,0,11,13,8,12,6,1,0,0,-2.563313961,-3.0882501602,R,R
765,0,0,11,13,8,12,6,1,0,0,-2.563313961,-3.0882501602,R,R
766,0,0,11,13,8,12,6,1,0,0,-2.5531930923,-4.2555150986,R,R
767,0,0,11,13,8,12,6,1,0,0,-2.5531930923,-4.2555150986,R,R
768,0,0,11,13,8,12,6,1,0,0,-2.5531930923,-4.2555150986,R,R
769,0,0,11,13,8,12,6,1,0,0,-2.4241118431,-3.9514846802,R,R
770,0,0,11,13,8,12,6,1,0,0,-2.4241118431,-3.9514846802,R,R
771,0,0,11,13,8,12,6,1,0,0,-2.4241118431,-3.9514846802,R,R
772,0,0,11,13,8,12,6,1,0,0,-2.4241118431,-3.9514846802,R,R
773,0,0,11,13,8,12,6,1,0,0,-1.6850939989,-4.6659855843,R,R
774,0,0,11,13,8,12,6,1,0,0,-1.6850939989,-4.6659855843,R,R
775,0,0,11,13,8,12,6,1,0,0,-1.6850939989,-4.6659855843,R,R
776,0,0,11,13,8,12,6,1,0,0,-1.6850939989,-4.6659855843,R,R
777,0,0,11,13,8,12,6,1,0,0,-0.4826114774,-3.1899414063,R,R
778,0,0,11,13,8,12,6,1,0,0,-0.4826114774,-3.1899414063,R,R
779,0,0,11,13,8,12,6,1,0,0,-0.4826114774,-3.1899414063,R,R
780,0,0,11,13,8,12,6,1,0,0,-0.4321427941,-4.7950911522,R,R
781,0,0,11,13,8,12,6,1,0,0,-0.4321427941,-4.7950911522,R,R
782,0,0,11,13,8,12,6,1,0,0,-0.4321427941,-4.7950911522,R,R
783,0,0,11,13,8,12,6,1,0,0,-0.4321427941,-4.7950911522,R,R
784,0,0,11,13,8,12,6,1,0,0,-0.3854175806,-4.4830021858,R,R
785,0,0,11,13,8,12,6,1,0,0,-0.3854175806,-4.4830021858,R,R
786,0,0,11,13,8,12,6,1,0,0,-0.3854175806,-4.4830021858,R,R
787,0,0,11,13,8,12,6,1,0,0,0.4153804779,-2.9930055141,R,R
788,0,0,11,13,8,12,6,1,0,0,0.4153804779,-2.9930055141,R,R
789,0,0,11,13,8,12,6,1,0,0,0.4153804779,-2.9930055141,R,R
790,0,0,11,13,8,12,6,1,0,0,0.4153804779,-2.9930055141,R,R
791,0,0,11,13,8,12,6,1,0,0,1.6294444799,-2.8795759678,R,L
792,0,0,11,13,8,12,6,1,0,0,1.6294444799,-2.8795759678,R,L
793,0,0,11,13,8,12,6,1,0,0,1.6294444799,-2.8795759678,R,L
794,0,0,11,13,8,12,6,1,0,0,1.6476697922,-3.9050471783,R,L
795,0,0,11,13,8,12,6,1,0,0,1.6476697922,-3.9050471783,R,L
796,0,0,11,13,8,12,6,1,0,0,1.6476697922,-3.9050471783,R,L
797,0,0,11,13,8,12,6,1,0,0,-1.8604185581,-5.15203619,R,R
798,0,0,11,13,8,12,6,1,0,0,-1.8604185581,-5.15203619,R,R
799,0,0,11,13,8,12,6,1,0,0,-1.8604185581,-5.15203619,R,R
800,0,0,11,13,8,12,6,1,0,0,-1.6640353203,-3.8018493652,R,R
801,0,0,11,13,8,12,6,1,0,0,-1.6640353203,-3.8018493652,R,R
802,0,0,11,13,8,12,6,1,0,0,-1.6640353203,-3.8018493652,R,R
803,0,0,11,13,8,12,6,1,0,0,-1.6640353203,-3.8018493652,R,R
804,0,0,11,13,8,12,6,1,0,0,-1.7823793888,-3.231456995,R,R
805,0,0,11,13,8,12,6,1,0,0,-1.7823793888,-3.231456995,R,R
806,0,0,11,13,8,12,6,1,0,0,-1.7823793888,-3.231456995,R,R
807,0,0,11,13,8,12,6,1,0,0,-2.5679430962,-3.7433643341,R,R
808,0,0,11,13,8,12,6,1,0,0,-2.5679430962,-3.7433643341,R,R
809,0,0,11,13,8,12,6,1,0,0,-2.5679430962,-3.7433643341,R,R
810,0,0,11,13,8,12,6,1,0,0,-2.3006987572,-3.9677226543,R,R
811,0,0,11,13,8,12,6,1,0,0,-2.3006987572,-3.9677226543,R,R
812,0,0,11,13,8,12,6,1,0,0,-2.3006987572,-3.9677226543,R,R
813,0,0,11,13,8,12,6,1,0,0,-2.3006987572,-3.9677226543,R,R
814,0,0,11,13,8,12,6,1,0,0,-1.8973273039,-4.2254753113,R,R
815,0,0,11,13,8,12,6,1,0,0,-1.8973273039,-4.2254753113,R,R
816,0,0,11,13,8,12,6,1,0,0,-1.8973273039,-4.2254753113,R,R
817,0,0,11,13,8,12,6,1,0,0,-3.0635733604,-3.6754295826,R,R
818,0,0,11,13,8,12,6,1,0,0,-3.0635733604,-3.6754295826,R,R
819,0,0,11,13,8,12,6,1,0,0,-3.0635733604,-3.6754295826,R,R
820,0,0,11,13,8,12,6,1,0,0,-2.7202363014,-3.2041032314,R,R
821,0,0,11,13,8,12,6,1,0,0,-2.7202363014,-3.2041032314,R,R
822,0,0,11,13,8,12,6,1,0,0,-2.7202363014,-3.2041032314,R,R
823,0,0,11,13,8,12,6,1,0,0,-2.7202363014,-3.2041032314,R,R
824,0,0,11,13,8,12,6,1,0,0,-2.8626275063,-3.4222137928,R,R
825,0,0,11,13,8,12,6,1,0,0,-2.8626275063,-3.4222137928,R,R
826,0,0,11,13,8,12,6,1,0,0,-2.8626275063,-3.4222137928,R,R
827,0,0,11,13,8,12,6,1,0,0,-3.0032453537,-2.5000591278,R,R
828,0,0,11,13,8,12,6,1,0,0,-3.0032453537,-2.5000591278,R,R
829,0,0,11,13,8,12,6,1,0,0,-3.0032453537,-2.5000591278,R,R
830,0,0,11,13,8,12,6,1,0,0,-3.0032453537,-2.5000591278,R,R
831,0,0,11,13,8,12,6,1,0,0,-3.1141557693,-2.9584040642,R,R
832,0,0,11,13,8,12,6,1,0,0,-3.1141557693,-2.9584040642,R,R
833,0,0,11,13,8,12,6,1,0,0,-3.1141557693,-2.9584040642,R,R
834,0,0,11,13,8,12,6,1,0,0,1.5925778151,-6.2670412064,R,L
835,0,0,11,13,8,12,6,1,0,0,1.5925778151,-6.2670412064,R,L
836,0,0,11,13,8,12,6,1,0,0,1.5925778151,-6.2670412064,R,L
837,0,0,11,13,8,12,6,1,0,0,1.5925778151,-6.2670412064,R,L
838,0,0,11,13,8,12,6,1,0,0,2.7935271263,-4.711555481,L,L
839,0,0,11,13,8,12,6,1,0,0,2.7935271263,-4.711555481,L,L
840,0,0,11,13,8,12,6,1,0,0,2.7935271263,-4.711555481,L,L
841,0,0,11,13,8,12,6,1,0,0,2.7935271263,-4.711555481,L,L
842,0,0,11,13,8,12,6,1,0,0,3.3495969772,-6.186955452,L,L
843,0,0,11,13,8,12,6,1,0,0,3.3495969772,-6.186955452,L,L
844,0,0,11,13,8,12,6,1,0,0,3.3495969772,-6.186955452,L,L
845,0,0,11,13,8,12,6,1,0,0,2.7393627167,-5.1127209663,L,L
846,0,0,11,13,8,12,6,1,0,0,2.7393627167,-5.1127209663,L,L
847,0,0,11,13,8,12,6,1,0,0,2.7393627167,-5.1127209663,L,L
848,0,0,11,13,8,12,6,1,0,0,2.7393627167,-5.1127209663,L,L
849,0,0,11,13,8,12,6,1,0,0,3.1444826126,-4.6037425995,L,L
850,0,0,11,13,8,12,6,1,0,0,3.1444826126,-4.6037425995,L,L
851,0,0,11,13,8,12,6,1,0,0,3.1444826126,-4.6037425995,L,L
852,0,0,11,13,8,12,6,1,0,0,2.8674736023,-5.620382309,L,L
853,0,0,11,13,8,12,6,1,0,0,2.8674736023,-5.620382309,L,L
854,0,0,11,13,8,12,6,1,0,0,2.8674736023,-5.620382309,L,L
855,0,0,11,13,8,12,6,1,0,0,3.4634981155,-5.7630958557,L,L
856,0,0,11,13,8,12,6,1,0,0,3.4634981155,-5.7630958557,L,L
857,0,0,11,13,8,12,6,1,0,0,3.4634981155,-5.7630958557,L,L
858,0,0,11,13,8,12,6,1,0,0,3.0688648224,-4.9246172905,L,L
859,0,0,11,13,8,12,6,1,0,0,3.0688648224,-4.9246172905,L,L
860,0,0,11,13,8,12,6,1,0,0,3.0688648224,-4.9246172905,L,L
861,0,0,11,13,8,12,6,1,0,0,3.0688648224,-4.9246172905,L,L
862,0,0,11,13,8,12,6,1,0,0,2.5188832283,-5.8605065346,L,L
863,0,0,11,13,8,12,6,1,0,0,2.5188832283,-5.8605065346,L,L
864,0,0,11,13,8,12,6,1,0,0,2.5188832283,-5.8605065346,L,L
865,0,0,11,11,8,12,6,1,0,0,2.3085741997,-4.0635547638,L,L
866,0,0,11,11,8,12,6,1,0,0,2.3085741997,-4.0635547638,L,L
867,0,0,11,11,8,12,6,1,0,0,2.3085741997,-4.0635547638,L,L
868,0,0,11,11,8,12,6,1,0,0,2.3085741997,-4.0635547638,L,L
869,0,0,11,11,8,12,6,1,0,0,0.5136123896,-2.8303384781,R,R
870,0,0,11,11,8,12,6,1,0,0,0.5136123896,-2.8303384781,R,R
871,0,0,11,11,8,12,6,1,0,0,0.5136123896,-2.8303384781,R,R
872,0,0,11,11,8,12,6,1,0,0,0.5136123896,-2.8303384781,R,R
873,0,0,11,13,8,12,6,1,0,0,0.2095392048,-4.3087954521,R,R
874,0,0,11,13,8,12,6,1,0,0,0.2095392048,-4.3087954521,R,R
875,0,0,11,13,8,12,6,1,0,0,0.2095392048,-4.3087954521,R,R
876,0,0,11,13,8,12,6,1,0,0,-0.3053379655,-4.0447158813,R,R
877,0,0,11,13,8,12,6,1,0,0,-0.3053379655,-4.0447158813,R,R
878,0,0,11,13,8,12,6,1,0,0,-0.3053379655,-4.0447158813,R,R
879,0,0,11,13,8,12,6,1,0,0,-0.3053379655,-4.0447158813,R,R
880,0,0,11,13,8,12,6,1,0,0,-2.4865942001,-5.3862109184,R,R
881,0,0,11,13,8,12,6,1,0,0,-2.4865942001,-5.3862109184,R,R
882,0,0,11,13,8,12,6,1,0,0,-2.4865942001,-5.3862109184,R,R
883,0,0,11,13,8,12,6,1,0,0,-1.5224152803,-4.4226512909,R,R
884,0,0,11,13,8,12,6,1,0,0,-1.5224152803,-4.4226512909,R,R
885,0,0,11,13,8,12,6,1,0,0,-1.5224152803,-4.4226512909,R,R
886,0,0,11,13,8,12,6,1,0,0,-1.5224152803,-4.4226512909,R,R
887,0,0,11,13,8,12,6,1,0,0,-2.3429141045,-4.2059178352,R,R
888,0,0,11,13,8,12,6,1,0,0,-2.3429141045,-4.2059178352,R,R
889,0,0,11,13,8,12,6,1,0,0,-2.3429141045,-4.2059178352,R,R
890,0,0,11,13,8,12,6,1,0,0,-2.3429141045,-4.2059178352,R,R
891,0,0,11,13,8,12,6,1,0,0,-1.5742858648,-4.2574515343,R,R
892,0,0,11,13,8,12,6,1,0,0,-1.5742858648,-4.2574515343,R,R
893,0,0,11,13,8,12,6,1,0,0,-1.5742858648,-4.2574515343,R,R
894,0,0,11,11,8,12,6,1,0,0,-1.630188942,-4.081758976,R,R
895,0,0,11,11,8,12,6,1,0,0,-1.630188942,-4.081758976,R,R
896,0,0,11,11,8,12,6,1,0,0,-1.630188942,-4.081758976,R,R
897,0,0,11,11,8,12,6,1,0,0,-1.630188942,-4.081758976,R,R
898,0,0,11,13,8,12,6,1,0,0,-2.2142601013,-14.4559249878,R,R
